City,State,2010 Actual,2020 Estimate,2016 Land Area (sq mi),Population Change,Population Density 2010,Population Density 2020
Memphis , Tennessee ,646889.0,649705.0,317.4,0.4353142502036671,2038.087586641462,2046.9596723377442
Baltimore[m] , Maryland ,620961.0,586131.0,80.9,-5.609047911221478,7675.661310259579,7245.12978986403
Boston , Massachusetts ,617594.0,691531.0,48.3,11.971780813932778,12786.625258799173,14317.412008281573
Seattle , Washington ,608660.0,769714.0,83.8,26.46042125324483,7263.245823389022,9185.131264916468
Washington[j] , District of Columbia ,601723.0,712816.0,61.1,18.46248190612624,9848.166939443536,11666.382978723404
Nashville[k] , Tennessee ,601222.0,671295.0,475.9,11.655095788244608,1263.3368354696365,1410.5799537718008
Denver[i] , Colorado ,600158.0,735538.0,153.3,22.557393219785457,3914.9249836921067,4798.030006523157
Louisville[l] , Kentucky ,597337.0,618338.0,263.5,3.5157708295317383,2266.933586337761,2346.6337760910815
Milwaukee , Wisconsin ,594833.0,589067.0,96.2,-0.9693476992702152,6183.295218295219,6123.357588357589
Portland , Oregon ,583776.0,656751.0,133.5,12.50051389574083,4372.853932584269,4919.483146067416
Las Vegas , Nevada ,583756.0,662368.0,134.4,13.466585354154818,4343.422619047619,4928.333333333333
Oklahoma City , Oklahoma ,579999.0,662314.0,606.3,14.192265848734223,956.6204849084612,1092.3866072901205
Albuquerque , New Mexico ,545852.0,562540.0,188.2,3.0572389585455397,2900.3825717322,2989.0541976620616
Tucson , Arizona ,520116.0,553571.0,230.8,6.432218966538233,2253.535528596187,2398.4878682842286
Fresno , California ,494665.0,530267.0,114.4,7.19719406062689,4323.994755244755,4635.2010489510485
Sacramento , California ,466488.0,512838.0,97.9,9.935946905386633,4764.943820224719,5238.3861082737485
Long Beach , California ,462257.0,454681.0,50.3,-1.6389151489323037,9190.0,9039.383697813122
Kansas City , Missouri ,459787.0,497159.0,315.0,8.128111495105342,1459.6412698412698,1578.2825396825397
Mesa , Arizona ,439041.0,528159.0,137.9,20.298332046437576,3183.763596809282,3830.014503263234
Virginia Beach[m] , Virginia ,437994.0,451231.0,244.7,3.0221875185504827,1789.9223539027382,1844.0171638741317
Atlanta , Georgia ,420003.0,512550.0,133.5,22.034842608267084,3146.0898876404494,3839.325842696629
Colorado Springs , Colorado ,416427.0,482131.0,195.6,15.778035526034575,2128.972392638037,2464.8824130879348
Omaha , Nebraska ,408958.0,478393.0,133.2,16.978516131240863,3070.2552552552556,3591.5390390390394
Raleigh , North Carolina ,403892.0,474414.0,145.1,17.460608281421766,2783.542384562371,3269.565816678153
Miami , Florida ,399457.0,471525.0,36.0,18.04149132447297,11096.027777777777,13097.916666666666
Cleveland , Ohio ,396815.0,378589.0,77.7,-4.5930723384952685,5107.014157014157,4872.445302445302
Tulsa , Oklahoma ,391906.0,403166.0,196.8,2.8731379463442765,1991.392276422764,2048.6077235772354
Oakland , California ,390724.0,424891.0,55.9,8.744535784850688,6989.695885509839,7600.912343470483
Minneapolis , Minnesota ,382578.0,433111.0,54.0,13.208548322172211,7084.777777777777,8020.574074074074
Wichita , Kansas ,382368.0,391731.0,160.4,2.4486881747426565,2383.8403990024935,2442.2132169576057
Arlington , Texas ,365438.0,398864.0,95.8,9.146832020753179,3814.5929018789147,4163.507306889353
Bakersfield , California ,347483.0,385725.0,148.8,11.005430481491182,2335.235215053763,2592.2379032258063
New Orleans[n] , Louisiana ,343829.0,389476.0,169.4,13.276076189035829,2029.6871310507674,2299.149940968123
Honolulu[b] , Hawaii ,337256.0,341555.0,60.5,1.2746993381882012,5574.479338842975,5645.537190082645
Anaheim , California ,336265.0,353676.0,50.0,5.17776158684371,6725.3,7073.52
Tampa , Florida ,335709.0,407599.0,113.4,21.414379715765737,2960.396825396825,3594.3474426807757
Aurora , Colorado ,325078.0,387377.0,153.5,19.164323639249655,2117.771986970684,2523.628664495114
Santa Ana , California ,324528.0,331301.0,27.1,2.0870310111916384,11975.20295202952,12225.129151291512
St. Louis[m] , Missouri ,319294.0,297645.0,62.0,-6.780271473939378,5149.903225806452,4800.725806451613
Pittsburgh , Pennsylvania ,305704.0,299226.0,55.4,-2.11904325753016,5518.122743682311,5401.191335740073
Corpus Christi , Texas ,305215.0,327248.0,174.6,7.218845731697328,1748.081328751432,1874.2726231386025
Riverside , California ,303871.0,330786.0,81.2,8.85737697904703,3742.253694581281,4073.71921182266
Cincinnati , Ohio ,296943.0,304548.0,77.4,2.561097584384882,3836.472868217054,3934.7286821705425
Lexington[o] , Kentucky ,295803.0,324735.0,283.6,9.780833865782295,1043.0289139633285,1145.045839210155
Anchorage[p] , Alaska ,291826.0,287095.0,,-1.6211715200153516,,
Stockton , California ,291707.0,312716.0,61.7,7.202089768157776,4727.828200972447,5068.330632090761
Toledo , Ohio ,287208.0,271455.0,80.7,-5.484875073117741,3558.9591078066915,3363.754646840149
Saint Paul , Minnesota ,285068.0,306717.0,52.0,7.594328370774692,5482.076923076923,5898.403846153846
Newark , New Jersey ,277140.0,282520.0,24.1,1.9412571263621274,11499.585062240663,11722.821576763485
Greensboro , North Carolina ,269666.0,297878.0,128.3,10.461830560767764,2101.8394388152765,2321.7303195635227
Buffalo , New York ,261310.0,254479.0,40.4,-2.6141364662661206,6468.0693069306935,6298.985148514852
Plano , Texas ,259841.0,291296.0,71.7,12.10547988962481,3624.0027894002787,4062.7057182705717
Lincoln , Nebraska ,258379.0,290505.0,92.1,12.433673015221826,2805.4180238870795,3154.2345276872966
Henderson , Nevada ,257729.0,329172.0,104.7,27.720202227921575,2461.595033428844,3143.9541547277936
Fort Wayne , Indiana ,253691.0,272398.0,110.6,7.37393127860271,2293.77034358047,2462.9113924050635
Jersey City , New Jersey ,247597.0,262664.0,14.8,6.085291825022113,16729.527027027027,17747.567567567567
St. Petersburg , Florida ,244769.0,267802.0,61.8,9.410096866841798,3960.6634304207123,4333.365695792881
Chula Vista , California ,243916.0,272979.0,49.6,11.915167516686072,4917.6612903225805,5503.6088709677415
Norfolk[m] , Virginia ,242803.0,242803.0,53.3,0.0,4555.403377110694,4555.403377110694
Orlando , Florida ,238300.0,289457.0,105.2,21.467477968946707,2265.209125475285,2751.492395437262
Chandler , Arizona ,236123.0,265398.0,64.9,12.398199243614556,3638.2588597842832,4089.3374422187976
Laredo , Texas ,236091.0,263640.0,101.1,11.668805672389036,2335.2225519287836,2607.7151335311573
Madison , Wisconsin ,233209.0,263094.0,77.0,12.814685539580376,3028.688311688312,3416.805194805195
Winston–Salem , North Carolina ,229617.0,248112.0,132.5,8.054717202994551,1732.9584905660377,1872.543396226415
Lubbock , Texas ,229573.0,262611.0,124.6,14.391065151389753,1842.4799357945426,2107.6324237560193
Baton Rouge[s] , Louisiana ,229493.0,219052.0,85.9,-4.549594105266827,2671.6298020954596,2550.081490104773
Durham , North Carolina ,228330.0,285897.0,109.8,25.212192878728157,2079.5081967213114,2603.7978142076504
Garland , Texas ,226876.0,238139.0,57.0,4.964385831908179,3980.280701754386,4177.877192982456
Glendale , Arizona ,226721.0,255307.0,59.1,12.608448269017869,3836.226734348562,4319.915397631134
Reno , Nevada ,225221.0,259290.0,107.3,15.126919781015092,2098.9841565703637,2416.4958061509788
Hialeah , Florida ,224669.0,232037.0,21.5,3.2794911625546916,10449.720930232557,10792.418604651162
Chesapeake[m] , Virginia ,222209.0,247011.0,338.5,11.161564113064728,656.4519940915804,729.7223042836041
Scottsdale , Arizona ,217385.0,262647.0,183.9,20.821123812590564,1182.0826536160957,1428.205546492659
North Las Vegas , Nevada ,216961.0,260098.0,98.0,19.882375173418264,2213.887755102041,2654.061224489796
Irving , Texas ,216290.0,240916.0,67.0,11.385639650469278,3228.208955223881,3595.7611940298507
Fremont , California ,214089.0,234569.0,77.5,9.566115026928053,2762.4387096774194,3026.696774193548
Irvine , California ,212375.0,283700.0,65.6,33.584461447910535,3237.4237804878053,4324.69512195122
Birmingham , Alabama ,212237.0,206950.0,146.1,-2.4910830816492884,1452.6830937713896,1416.495550992471
Rochester , New York ,210565.0,205225.0,35.8,-2.5360340037518103,5881.703910614526,5732.541899441341
San Bernardino , California ,209924.0,217491.0,61.5,3.6046378689430463,3413.39837398374,3536.439024390244
Spokane , Washington ,208916.0,222050.0,68.7,6.28673725325011,3040.98981077147,3232.16885007278
Gilbert[q] , Arizona ,208453.0,257658.0,68.0,23.60484137911184,3065.485294117647,3789.0882352941176
Montgomery , Alabama ,205764.0,196268.0,159.8,-4.614995820454501,1287.6345431789737,1228.2102628285356
Boise[r] , Idaho ,205671.0,229776.0,82.1,11.720174453374565,2505.127892813642,2798.733252131547
Richmond[m] , Virginia ,204214.0,232226.0,59.8,13.716983164719363,3414.9498327759197,3883.377926421405
Des Moines , Iowa ,203433.0,212312.0,88.9,4.364581950814273,2288.3352080989876,2388.211473565804
Modesto , California ,201165.0,215666.0,43.0,7.208510426764099,4678.2558139534885,5015.488372093023
Fayetteville , North Carolina ,200564.0,211705.0,147.7,5.554835364272751,1357.914691943128,1433.3446174678404
Shreveport , Louisiana ,199311.0,184786.0,107.1,-7.287605801987848,1860.9803921568628,1725.359477124183
Akron , Ohio ,199110.0,195994.0,62.0,-1.5649640902013964,3211.451612903226,3161.1935483870966
Tacoma , Washington ,198397.0,219945.0,49.7,10.861051326380943,3991.891348088531,4425.4527162977865
Aurora , Illinois ,197899.0,196383.0,44.9,-0.7660473271719412,4407.550111358575,4373.786191536748
Oxnard , California ,197899.0,207945.0,26.9,5.0763268131723756,7356.840148698885,7730.297397769517
Fontana , California ,196069.0,216173.0,43.0,10.253533194946677,4559.7441860465115,5027.279069767442
Yonkers , New York ,195976.0,200040.0,18.0,2.073723313058742,10887.555555555555,11113.333333333334
Augusta[t] , Georgia ,195844.0,197468.0,302.5,0.829231429096628,647.4181818181818,652.7867768595041
Mobile , Alabama ,195111.0,187746.0,139.4,-3.7747743592109106,1399.6484935437588,1346.8149210903873
Little Rock , Arkansas ,193524.0,197866.0,118.7,2.243649366486844,1630.362257792755,1666.9418702611626
Moreno Valley , California ,193365.0,212349.0,51.3,9.817702272903576,3769.2982456140353,4139.356725146199
Glendale , California ,191719.0,197747.0,30.4,3.144184979057892,6306.546052631579,6504.83552631579
Amarillo , Texas ,190695.0,199654.0,101.4,4.698078082802381,1880.621301775148,1968.974358974359
Huntington Beach , California ,189992.0,198246.0,26.9,4.344393448145185,7062.899628252789,7369.739776951673
Columbus[u] , Georgia ,189885.0,196442.0,216.4,3.4531426916291443,877.4722735674676,907.7726432532347
Grand Rapids , Michigan ,188040.0,200031.0,44.4,6.376834716017868,4235.135135135135,4505.2027027027025
Salt Lake City , Utah ,186440.0,204087.0,111.2,9.4652435099764,1676.6187050359713,1835.3147482014388
Tallahassee , Florida ,181376.0,196326.0,100.4,8.242545871559633,1806.5338645418326,1955.4382470119522
Worcester , Massachusetts ,181045.0,184570.0,37.4,1.9470297439863018,4840.775401069519,4935.026737967914
Newport News[m] , Virginia ,180719.0,179062.0,69.1,-0.9168930770975935,2615.3256150506513,2591.345875542692
Huntsville , Alabama ,180105.0,202964.0,213.4,12.692040754004609,843.9784442361762,951.0965323336457
Knoxville , Tennessee ,178874.0,190223.0,98.5,6.344689558012903,1815.979695431472,1931.197969543147
Providence , Rhode Island ,178042.0,179270.0,18.4,0.689724896372766,9676.195652173914,9742.934782608696
Santa Clarita , California ,176320.0,209990.0,52.8,19.095961887477316,3339.3939393939395,3977.0833333333335
Grand Prairie , Texas ,175396.0,195272.0,72.3,11.332071426942461,2425.9474412171508,2700.857538035961
Brownsville , Texas ,175023.0,183428.0,132.5,4.802225993155186,1320.9283018867925,1384.3622641509435
Jackson , Mississippi ,173514.0,157821.0,111.0,-9.044226978802863,1563.1891891891892,1421.8108108108108
Overland Park , Kansas ,173372.0,197381.0,75.1,13.848256927300834,2308.5486018641814,2628.242343541944
Garden Grove , California ,170883.0,171366.0,18.0,0.2826495321360229,9493.5,9520.333333333334
Santa Rosa , California ,167815.0,174613.0,41.3,4.050889372225367,4063.317191283293,4227.917675544794
Chattanooga , Tennessee ,167674.0,184742.0,143.1,10.179276453117359,1171.72606568833,1290.9993011879806
Oceanside , California ,167086.0,174648.0,41.3,4.5258130543552415,4045.6658595641647,4228.7651331719135
Fort Lauderdale , Florida ,165521.0,182245.0,34.6,10.10385389165121,4783.843930635838,5267.196531791908
Rancho Cucamonga , California ,165269.0,178849.0,40.0,8.216906981950638,4131.725,4471.225
Port St. Lucie , Florida ,164603.0,209715.0,118.9,27.406547875798132,1384.3818334735072,1763.7931034482758
Ontario , California ,163924.0,183393.0,49.9,11.876845367365364,3285.0501002004007,3675.2104208416836
Vancouver , Washington ,161791.0,186192.0,46.9,15.081803066919669,3449.7014925373137,3969.9786780383797
Tempe , Arizona ,161719.0,200402.0,40.0,23.919885727712884,4042.975,5010.05
Springfield , Missouri ,159498.0,168090.0,82.3,5.3869014031523905,1938.0072904009721,2042.4058323207778
Lancaster , California ,156633.0,155822.0,94.3,-0.5177708401167059,1661.0074231177095,1652.407211028632
Eugene , Oregon ,156185.0,173236.0,44.1,10.91718154752377,3541.609977324263,3928.253968253968
Salem , Oregon ,154637.0,175891.0,48.6,13.744446671883184,3181.8312757201647,3619.156378600823
Cape Coral , Florida ,154305.0,200972.0,105.6,30.24334921097826,1461.221590909091,1903.1439393939395
Peoria , Arizona ,154065.0,179872.0,175.7,16.750722097815856,876.8639726807058,1023.7450199203188
Pembroke Pines , Florida ,154019.0,174414.0,33.0,13.241872755958681,4667.242424242424,5285.272727272727
Sioux Falls , South Dakota ,153888.0,187809.0,75.4,22.042654398003744,2040.9549071618035,2490.835543766578
Springfield , Massachusetts ,153060.0,152646.0,31.9,-0.27048216385731083,4798.119122257053,4785.141065830721
Elk Grove , California ,153015.0,177302.0,42.2,15.87230010129726,3625.947867298578,4201.4691943127955
Rockford , Illinois ,152871.0,144835.0,63.5,-5.256719717932113,2407.417322834646,2280.8661417322833
Palmdale , California ,152750.0,150498.0,106.0,-1.47430441898527,1441.0377358490566,1419.7924528301887
Corona , California ,152374.0,170996.0,39.5,12.221245094307427,3857.5696202531644,4329.012658227848
Salinas , California ,150441.0,154868.0,23.6,2.942681848698161,6374.618644067797,6562.203389830508
Pomona , California ,149058.0,149212.0,23.0,0.10331548793087256,6480.782608695652,6487.478260869565
Pasadena , Texas ,149043.0,149440.0,43.5,0.2663660822715592,3426.2758620689656,3435.402298850575
Joliet , Illinois ,147433.0,146673.0,64.4,-0.5154883913370819,2289.332298136646,2277.531055900621
Paterson , New Jersey ,146199.0,144801.0,8.4,-0.9562308907721667,17404.642857142855,17238.214285714286
Kansas City[x] , Kansas ,145786.0,152727.0,124.8,4.761088170331856,1168.1570512820513,1223.7740384615386
Torrance , California ,145438.0,141553.0,20.5,-2.6712413537039836,7094.536585365854,6905.024390243902
Syracuse , New York ,145170.0,141229.0,25.0,-2.7147482262175378,5806.8,5649.16
Bridgeport , Connecticut ,144229.0,143525.0,16.1,-0.4881126541818913,8958.322981366458,8914.596273291925
Hayward , California ,144186.0,157966.0,45.5,9.557099857128987,3168.923076923077,3471.78021978022
Fort Collins , Colorado ,143986.0,168234.0,55.8,16.840526162265775,2580.394265232975,3014.94623655914
Escondido , California ,143911.0,149943.0,37.1,4.191479456052699,3879.0026954177897,4041.590296495957
Lakewood , Colorado ,142980.0,157429.0,42.9,10.105609176108548,3332.867132867133,3669.6736596736596
Naperville , Illinois ,141853.0,147986.0,38.7,4.323489809873601,3665.4521963824286,3823.927648578811
Dayton , Ohio ,141527.0,139907.0,55.7,-1.1446579097981304,2540.879712746858,2511.7953321364453
Hollywood , Florida ,140768.0,154611.0,27.3,9.833911116162765,5156.336996336996,5663.406593406593
Sunnyvale , California ,140081.0,151746.0,22.0,8.327324904876464,6367.318181818182,6897.545454545455
Alexandria[m] , Virginia ,139966.0,158726.0,15.0,13.403255076232801,9331.066666666668,10581.733333333334
Mesquite , Texas ,139824.0,138916.0,47.2,-0.6493878018079872,2962.372881355932,2943.1355932203387
Hampton[m] , Virginia ,137436.0,135464.0,51.5,-1.4348496754853168,2668.660194174757,2630.368932038835
Pasadena , California ,137122.0,141045.0,23.0,2.8609559370487596,5961.826086956522,6132.391304347826
Orange , California ,136416.0,138192.0,25.4,1.3019000703729768,5370.708661417323,5440.629921259842
Savannah , Georgia ,136286.0,143632.0,103.6,5.390135450449789,1315.5019305019305,1386.4092664092666
Cary[v] , North Carolina ,135234.0,173587.0,56.5,28.360471479065914,2393.522123893805,3072.336283185841
Fullerton , California ,135161.0,139921.0,22.4,3.521725941654767,6033.973214285715,6246.473214285715
Warren , Michigan ,134056.0,132877.0,34.4,-0.8794832010503073,3896.9767441860467,3862.703488372093
Clarksville , Tennessee ,132929.0,161247.0,98.3,21.303101655771126,1352.2787385554425,1640.356052899288
McKinney , Texas ,131117.0,208272.0,63.0,58.84439088752793,2081.222222222222,3305.904761904762
McAllen , Texas ,129877.0,143751.0,58.4,10.682414900251777,2223.9212328767126,2461.4897260273974
New Haven , Connecticut ,129779.0,130801.0,18.7,0.7874925835458741,6940.053475935829,6994.705882352941
Sterling Heights , Michigan ,129699.0,131709.0,36.5,1.5497420951587908,3553.3972602739727,3608.4657534246576
West Valley City , Utah ,129480.0,133894.0,35.5,3.4090206981773243,3647.323943661972,3771.6619718309857
Columbia , South Carolina ,129272.0,132130.0,133.5,2.210842255090043,968.3295880149813,989.7378277153558
Killeen , Texas ,127921.0,153991.0,53.5,20.379765636603842,2391.0467289719627,2878.336448598131
Topeka , Kansas ,127473.0,124558.0,61.5,-2.286758764601131,2072.731707317073,2025.3333333333333
Thousand Oaks , California ,126683.0,126310.0,55.2,-0.2944357174995856,2294.981884057971,2288.2246376811595
Cedar Rapids , Iowa ,126326.0,134027.0,70.8,6.096132229311464,1784.265536723164,1893.0367231638418
Olathe , Kansas ,125872.0,141665.0,60.9,12.546873013855345,2066.863711001642,2326.190476190476
Elizabeth , New Jersey ,124969.0,128382.0,12.3,2.731077307172179,10160.081300813008,10437.560975609755
Waco , Texas ,124805.0,141377.0,89.0,13.278314170105364,1402.3033707865168,1588.5056179775281
Hartford , Connecticut ,124775.0,121535.0,17.4,-2.5966740132238026,7170.977011494253,6984.770114942529
Visalia , California ,124442.0,135007.0,37.5,8.489898908728565,3318.4533333333334,3600.1866666666665
Gainesville , Florida ,124354.0,135004.0,62.3,8.564260096177042,1996.0513643659713,2166.9983948635636
Simi Valley , California ,124237.0,125168.0,41.5,0.7493741799946876,2993.6626506024095,3016.0963855421687
Stamford , Connecticut ,122643.0,131397.0,37.6,7.1377901714733,3261.781914893617,3494.601063829787
Bellevue , Washington ,122363.0,148073.0,33.5,21.011253401763604,3652.626865671642,4420.089552238806
Concord , California ,122067.0,128544.0,30.5,5.3061023863943575,4002.1967213114754,4214.55737704918
Miramar , Florida ,122041.0,141150.0,29.4,15.657852688850468,4151.0544217687075,4801.0204081632655
Coral Springs , Florida ,121096.0,133519.0,23.8,10.258802933210015,5088.0672268907565,5610.042016806722
Lafayette[y] , Louisiana ,120623.0,126535.0,53.8,4.901221160143588,2242.0631970260224,2351.9516728624535
Charleston , South Carolina ,120083.0,139892.0,109.0,16.496090204275376,1101.6788990825687,1283.4128440366972
Carrollton , Texas ,119097.0,139892.0,36.3,17.460557360806735,3280.909090909091,3853.7741046831957
Roseville , California ,118788.0,144725.0,43.0,21.83469710745193,2762.5116279069766,3365.6976744186045
Thornton , Colorado ,118772.0,148113.0,35.7,24.70363385309669,3326.9467787114845,4148.823529411764
Beaumont , Texas ,118296.0,115473.0,82.1,-2.3863866910123757,1440.8769792935445,1406.4920828258223
Allentown , Pennsylvania ,118032.0,121470.0,17.5,2.9127694184627897,6744.685714285714,6941.142857142857
Surprise , Arizona ,117517.0,147965.0,107.9,25.909442889113915,1089.1288229842446,1371.316033364226
Evansville , Indiana ,117429.0,118407.0,47.3,0.8328436757530082,2482.6427061310783,2503.3192389006344
Abilene , Texas ,117063.0,124407.0,106.7,6.27354501422311,1097.1227741330833,1165.9512652296157
Frisco , Texas ,116989.0,209980.0,67.7,79.48696031250802,1728.0502215657311,3101.6248153618903
Independence , Missouri ,116830.0,116774.0,77.8,-0.04793289394847214,1501.6709511568124,1500.9511568123394
Santa Clara , California ,116468.0,131055.0,18.4,12.524470240752825,6329.782608695653,7122.554347826088
Springfield , Illinois ,116250.0,113671.0,60.1,-2.218494623655914,1934.2762063227954,1891.3643926788684
Vallejo , California ,115942.0,120747.0,30.7,4.144313536078384,3776.612377850163,3933.127035830619
Victorville , California ,115903.0,124982.0,73.3,7.833274375986816,1581.2141882673943,1705.075034106412
Athens[z] , Georgia ,115452.0,126391.0,116.4,9.474933305616187,991.8556701030927,1085.8333333333333
Peoria , Illinois ,115007.0,109428.0,48.2,-4.85100906901319,2386.03734439834,2270.290456431535
Lansing , Michigan ,114297.0,117540.0,39.1,2.8373448121997953,2923.1969309462916,3006.13810741688
Ann Arbor , Michigan ,113934.0,119280.0,28.1,4.692190215387856,4054.5907473309608,4244.839857651245
El Monte , California ,113475.0,112344.0,9.6,-0.9966953073364176,11820.3125,11702.5
Denton , Texas ,113383.0,147515.0,93.4,30.103278269229072,1213.950749464668,1579.3897216274088
Berkeley , California ,112580.0,122726.0,10.5,9.012257949902292,10721.904761904761,11688.190476190477
Provo , Utah ,112488.0,116295.0,41.7,3.3843609985065073,2697.553956834532,2788.848920863309
Downey , California ,111772.0,109202.0,12.4,-2.2993236230898617,9013.870967741936,8806.612903225807
Midland , Texas ,111147.0,147069.0,74.4,32.3193608464466,1493.9112903225805,1976.7338709677417
Norman , Oklahoma ,110925.0,125762.0,178.8,13.37570430471039,620.3859060402684,703.3668903803132
Waterbury , Connecticut ,110366.0,106621.0,28.5,-3.3932551691644166,3872.4912280701756,3741.0877192982457
Costa Mesa , California ,109960.0,112366.0,15.7,2.188068388504911,7003.821656050955,7157.070063694267
Inglewood , California ,109673.0,107203.0,9.1,-2.252149571909221,12051.978021978022,11780.549450549452
Manchester , New Hampshire ,109565.0,112546.0,33.1,2.720759366586045,3310.12084592145,3400.181268882175
Murfreesboro , Tennessee ,108755.0,150757.0,55.9,38.62075306882442,1945.5277280858677,2696.9051878354203
Columbia , Missouri ,108500.0,124769.0,65.0,14.99447004608295,1669.2307692307693,1919.5230769230768
Elgin , Illinois ,108188.0,110196.0,37.4,1.8560283950160832,2892.727272727273,2946.4171122994653
Clearwater , Florida ,107685.0,116552.0,25.9,8.234201606537587,4157.722007722008,4500.077220077221
Miami Gardens , Florida ,107167.0,109131.0,18.2,1.8326537086976402,5888.2967032967035,5996.208791208792
Rochester , Minnesota ,106769.0,119862.0,54.6,12.262922758478584,1955.4761904761904,2195.2747252747254
Pueblo , Colorado ,106595.0,112751.0,53.6,5.7751301655799985,1988.7126865671642,2103.563432835821
Lowell , Massachusetts ,106519.0,110904.0,13.6,4.116636468611234,7832.279411764706,8154.705882352941
Wilmington , North Carolina ,106476.0,124794.0,51.6,17.203876930012395,2063.4883720930234,2418.4883720930234
Arvada , Colorado ,106433.0,121936.0,38.6,14.565971080397997,2757.3316062176164,3158.963730569948
Ventura[ab] , California ,106433.0,107110.0,21.8,0.6360809147538827,4882.247706422018,4913.302752293578
Westminster , Colorado ,106114.0,115046.0,31.7,8.417362459241948,3347.4447949526816,3629.211356466877
West Covina , California ,106098.0,103656.0,16.0,-2.3016456483628343,6631.125,6478.5
Gresham , Oregon ,105594.0,110031.0,23.3,4.201943292232514,4531.931330472103,4722.360515021459
Fargo , North Dakota ,105549.0,125209.0,49.3,18.626419956607833,2140.953346855984,2539.73630831643
Norwalk , California ,105549.0,102635.0,9.7,-2.760803039346654,10881.340206185569,10580.927835051547
Carlsbad , California ,105328.0,115599.0,37.7,9.751443111043596,2793.846153846154,3066.2864721485407
Fairfield , California ,105321.0,117580.0,40.9,11.639654010121438,2575.0855745721274,2874.8166259168706
Cambridge , Massachusetts ,105162.0,119192.0,6.4,13.34132100949012,16431.5625,18623.75
Wichita Falls , Texas ,104553.0,105405.0,72.2,0.8148977073828584,1448.1024930747922,1459.9030470914126
High Point , North Carolina ,104371.0,113565.0,55.2,8.808960343390405,1890.7789855072463,2057.336956521739
Billings , Montana ,104170.0,109736.0,43.7,5.343189017951425,2383.7528604118993,2511.1212814645305
Green Bay , Wisconsin ,104057.0,103836.0,45.4,-0.21238359745139684,2292.0044052863436,2287.136563876652
West Jordan , Utah ,103712.0,116530.0,32.3,12.359225547670471,3210.8978328173375,3607.7399380804954
Richmond , California ,103701.0,110038.0,30.1,6.1108378897021245,3445.2159468438535,3655.7475083056474
Murrieta , California ,103466.0,116522.0,33.6,12.618638006688187,3079.345238095238,3467.9166666666665
Burbank , California ,103340.0,101866.0,17.4,-1.42635958970389,5939.080459770115,5854.367816091954
Palm Bay , Florida ,103190.0,116932.0,65.7,13.317181897470684,1570.6240487062405,1779.786910197869
Everett , Washington ,103019.0,112482.0,33.3,9.185684194177773,3093.663663663664,3377.837837837838
Antioch , California ,102372.0,111605.0,29.4,9.019067713827999,3482.0408163265306,3796.08843537415
South Bend , Indiana ,101168.0,101868.0,41.4,0.6919183931678001,2443.671497584541,2460.5797101449275
Daly City , California ,101123.0,105868.0,7.6,4.692305410242971,13305.657894736843,13930.0
Centennial , Colorado ,100377.0,110156.0,29.5,9.742271635932534,3402.6101694915255,3734.101694915254
Temecula , California ,100097.0,113878.0,37.3,13.767645383977541,2683.565683646113,3053.0294906166223
Odessa , Texas ,99940.0,125413.0,45.2,25.48829297578547,2211.0619469026547,2774.6238938053098
West Palm Beach , Florida ,99919.0,112782.0,55.1,12.873427476255767,1813.4119782214157,2046.8602540834845
Round Rock , Texas ,99887.0,137575.0,35.6,37.73063561824862,2805.814606741573,3864.4662921348313
